fact_id,date_key,mode_id,ridership_value,recovery_pct
3306,20210616,2,945955,96
3307,20210616,3,1288040,60
3308,20210616,4,119205,36
3309,20210616,5,94690,32
3310,20210616,6,4745,29
3311,20210616,7,2519444,45
3312,20210617,1,23292,80
3313,20210617,2,973485,99
3314,20210617,3,1281552,60
3315,20210617,4,121580,37
3316,20210617,5,98435,33
3317,20210617,6,4989,31
3318,20210617,7,2552497,46
3319,20210618,1,22491,124
3320,20210618,2,989296,107
3321,20210618,3,1235675,114
3322,20210618,4,122848,125
3323,20210618,5,104304,96
3324,20210618,6,4549,117
3325,20210618,7,2572013,98
3326,20210619,1,13949,80
3327,20210619,2,952944,97
3328,20210619,3,841519,60
3329,20210619,4,76508,62
3330,20210619,5,66134,42
3331,20210619,6,0,0
3332,20210619,7,1784312,55
3333,20210620,1,13189,73
3334,20210620,2,951631,103
3335,20210620,3,652557,60
3336,20210620,4,76969,78
3337,20210620,5,60876,56
3338,20210620,6,0,0
3339,20210620,7,1389352,53
3340,20210621,1,20512,70
3341,20210621,2,926300,94
3342,20210621,3,1191844,55
3343,20210621,4,123918,37
3344,20210621,5,95740,32
3345,20210621,6,4601,28
3346,20210621,7,2264368,40
3347,20210622,1,22293,76
3348,20210622,2,896868,91
3349,20210622,3,1172110,55
3350,20210622,4,116165,35
3351,20210622,5,97637,33
3352,20210622,6,4648,29
3353,20210622,7,2354873,42
3354,20210623,1,24223,83
3355,20210623,2,946870,96
3356,20210623,3,1264095,59
3357,20210623,4,121867,37
3358,20210623,5,101864,34
3359,20210623,6,5027,31
3360,20210623,7,2547416,45
3361,20210624,1,22842,78
3362,20210624,2,978351,99
3363,20210624,3,1248843,58
3364,20210624,4,121542,37
3365,20210624,5,100509,34
3366,20210624,6,5045,31
3367,20210624,7,2552639,46
3368,20210625,1,22400,76
3369,20210625,2,988675,101
3370,20210625,3,1214123,56
3371,20210625,4,126722,38
3372,20210625,5,100537,34
3373,20210625,6,4712,29
3374,20210625,7,2582713,46
3375,20210626,1,13520,78
3376,20210626,2,950086,97
3377,20210626,3,841585,60
3378,20210626,4,76560,62
3379,20210626,5,66738,42
3380,20210626,6,1682,33
3381,20210626,7,1854179,58
3382,20210627,1,11883,66
3383,20210627,2,900039,97
3384,20210627,3,656004,60
3385,20210627,4,75058,76
3386,20210627,5,62411,57
3387,20210627,6,1436,37
3388,20210627,7,1559967,60
3389,20210628,1,20503,70
3390,20210628,2,924740,94
3391,20210628,3,1152019,54
3392,20210628,4,122263,37
3393,20210628,5,101482,34
3394,20210628,6,4564,28
3395,20210628,7,2252362,40
3396,20210629,1,21612,74
3397,20210629,2,930011,95
3398,20210629,3,1169268,54
3399,20210629,4,119355,36
3400,20210629,5,97829,33
3401,20210629,6,4717,29
3402,20210629,7,2343739,42
3403,20210630,1,23001,79
3404,20210630,2,945822,96
3405,20210630,3,1139886,53
3406,20210630,4,119358,36
3407,20210630,5,99455,34
3408,20210630,6,4476,28
3409,20210630,7,2346388,42
3410,20210701,1,22011,78
3411,20210701,2,933638,97
3412,20210701,3,1104516,53
3413,20210701,4,114363,36
3414,20210701,5,90018,32
3415,20210701,6,4598,33
3416,20210701,7,2292461,43
3417,20210702,1,21489,76
3418,20210702,2,920188,96
3419,20210702,3,1121116,54
3420,20210702,4,116542,37
3421,20210702,5,94252,33
3422,20210702,6,4258,31
3423,20210702,7,2296044,43
3424,20210703,1,12676,80
3425,20210703,2,777262,84
3426,20210703,3,738089,55
3427,20210703,4,63827,50
3428,20210703,5,57381,37
3429,20210703,6,1768,35
3430,20210703,7,1541988,55
3431,20210704,1,12816,78
3432,20210704,2,773629,87
3433,20210704,3,615001,56
3434,20210704,4,70165,67
3435,20210704,5,63948,60
3436,20210704,6,1815,51
3437,20210704,7,1468510,63
3438,20210705,1,10303,62
3439,20210705,2,838087,95
3440,20210705,3,770321,70
3441,20210705,4,78370,75
3442,20210705,5,59711,56
3443,20210705,6,2005,56
3444,20210705,7,1495709,64
3445,20210706,1,22648,80
3446,20210706,2,903777,94
3447,20210706,3,1181416,57
3448,20210706,4,127893,40
3449,20210706,5,100494,35
3450,20210706,6,4690,34
3451,20210706,7,2302002,44
3452,20210707,1,23637,83
3453,20210707,2,926634,96
3454,20210707,3,1234617,60
3455,20210707,4,122603,39
3456,20210707,5,99137,35
3457,20210707,6,5028,36
3458,20210707,7,2437064,46
3459,20210708,1,22941,81
3460,20210708,2,897858,93
3461,20210708,3,1164513,56
3462,20210708,4,116274,37
3463,20210708,5,93197,33
3464,20210708,6,4785,35
3465,20210708,7,2364250,45
3466,20210709,1,20632,73
3467,20210709,2,888932,92
3468,20210709,3,1115969,54
3469,20210709,4,109420,35
3470,20210709,5,88347,31
3471,20210709,6,4325,31
3472,20210709,7,2318387,44
3473,20210710,1,14518,91
3474,20210710,2,925950,100
3475,20210710,3,855908,63
3476,20210710,4,72964,57
3477,20210710,5,64429,42
3478,20210710,6,2204,43
3479,20210710,7,1781717,63
3480,20210711,1,11725,71
3481,20210711,2,830775,94
3482,20210711,3,635511,58
3483,20210711,4,62559,60
3484,20210711,5,53178,50
3485,20210711,6,1549,43
3486,20210711,7,1365854,58
3487,20210712,1,20623,73
3488,20210712,2,866231,90
3489,20210712,3,1171521,57
3490,20210712,4,120503,38
3491,20210712,5,99023,35
3492,20210712,6,4563,33
3493,20210712,7,2245412,43
3494,20210713,1,22286,79
3495,20210713,2,895705,93
3496,20210713,3,1239045,60
3497,20210713,4,123373,39
3498,20210713,5,105314,37
3499,20210713,6,5117,37
3500,20210713,7,2457526,47
3501,20210714,1,23662,83
3502,20210714,2,919213,96
3503,20210714,3,1260044,61
3504,20210714,4,120455,38
3505,20210714,5,101843,36
3506,20210714,6,5018,36
3507,20210714,7,2517615,48
3508,20210715,1,23772,84
3509,20210715,2,971048,101
3510,20210715,3,1275846,62
3511,20210715,4,125587,40
3512,20210715,5,105171,37
3513,20210715,6,5209,38
3514,20210715,7,2581582,49
3515,20210716,1,21730,77
3516,20210716,2,983846,102
3517,20210716,3,1219118,59
3518,20210716,4,123465,39
3519,20210716,5,104331,37
3520,20210716,6,4626,34
3521,20210716,7,2536569,48
3522,20210717,1,13228,83
3523,20210717,2,897001,97
3524,20210717,3,795347,59
3525,20210717,4,73001,57
3526,20210717,5,64513,42
3527,20210717,6,0,0
3528,20210717,7,1717480,61
3529,20210718,1,11313,68
3530,20210718,2,838604,95
3531,20210718,3,640618,58
3532,20210718,4,67362,64
3533,20210718,5,56174,53
3534,20210718,6,0,0
3535,20210718,7,1405344,60
3536,20210719,1,20276,72
3537,20210719,2,897298,93
3538,20210719,3,1208792,58
3539,20210719,4,126653,40
3540,20210719,5,103403,37
3541,20210719,6,4717,34
3542,20210719,7,2327756,44
3543,20210720,1,22213,78
3544,20210720,2,924495,96
3545,20210720,3,1217802,59
3546,20210720,4,125809,40
3547,20210720,5,107009,38
3548,20210720,6,5015,36
3549,20210720,7,2462002,47
3550,20210721,1,22865,81
3551,20210721,2,914902,95
3552,20210721,3,1225595,59
3553,20210721,4,121530,38
3554,20210721,5,104862,37
3555,20210721,6,4934,36
3556,20210721,7,2504568,47
3557,20210722,1,23122,82
3558,20210722,2,963493,100
3559,20210722,3,1279778,62
3560,20210722,4,127275,40
3561,20210722,5,102275,36
3562,20210722,6,5187,38
3563,20210722,7,2582151,49
3564,20210723,1,22314,79
3565,20210723,2,985198,102
3566,20210723,3,1219255,59
3567,20210723,4,130474,41
3568,20210723,5,101070,36
3569,20210723,6,4713,34
3570,20210723,7,2552330,48
3571,20210724,1,14042,88
3572,20210724,2,950568,103
3573,20210724,3,856250,63
3574,20210724,4,84852,66
3575,20210724,5,68579,44
3576,20210724,6,0,0
3577,20210724,7,1852402,66
3578,20210725,1,11419,69
3579,20210725,2,864361,98
3580,20210725,3,625645,57
3581,20210725,4,66417,63
3582,20210725,5,53090,50
3583,20210725,6,0,0
3584,20210725,7,1364830,58
3585,20210726,1,19910,70
3586,20210726,2,907205,94
3587,20210726,3,1219135,59
3588,20210726,4,129875,41
3589,20210726,5,101260,36
3590,20210726,6,4714,34
3591,20210726,7,2318455,44
3592,20210727,1,22609,80
3593,20210727,2,918908,96
3594,20210727,3,1267804,61
3595,20210727,4,128262,41
3596,20210727,5,102950,36
3597,20210727,6,5132,37
3598,20210727,7,2487947,47
3599,20210728,1,23145,82
3600,20210728,2,932094,97
3601,20210728,3,1276296,62
3602,20210728,4,126767,40
3603,20210728,5,99976,35
3604,20210728,6,5004,36
3605,20210728,7,2534756,48
3606,20210729,1,22164,78
3607,20210729,2,918380,96
3608,20210729,3,1186642,57
3609,20210729,4,120318,38
3610,20210729,5,94716,33
3611,20210729,6,4743,34
3612,20210729,7,2428764,46
3613,20210730,1,22127,78
3614,20210730,2,988596,103
3615,20210730,3,1235623,60
3616,20210730,4,131905,42
3617,20210730,5,103531,37
3618,20210730,6,4812,35
3619,20210730,7,2557677,48
3620,20210731,1,13932,88
3621,20210731,2,953445,103
3622,20210731,3,857333,64
3623,20210731,4,85371,67
3624,20210731,5,67121,43
3625,20210731,6,0,0
3626,20210731,7,1841007,65
3627,20210801,1,11627,65
3628,20210801,2,869092,94
3629,20210801,3,629963,57
3630,20210801,4,66030,63
3631,20210801,5,51978,50
3632,20210801,6,0,0
3633,20210801,7,1351294,57
3634,20210802,1,19824,71
3635,20210802,2,903514,93
3636,20210802,3,1208484,60
3637,20210802,4,126151,40
3638,20210802,5,102349,38
3639,20210802,6,4799,36
3640,20210802,7,2333923,45
3641,20210803,1,22828,82
3642,20210803,2,904753,93
3643,20210803,3,1262043,63
3644,20210803,4,123949,40
3645,20210803,5,103249,38
3646,20210803,6,5262,39
3647,20210803,7,2483802,48
3648,20210804,1,23611,85
3649,20210804,2,921068,95
3650,20210804,3,1257876,62
3651,20210804,4,123700,40
3652,20210804,5,99332,36
3653,20210804,6,5016,37
3654,20210804,7,2529002,49
3655,20210805,1,22610,81
3656,20210805,2,956306,98
3657,20210805,3,1259332,62
3658,20210805,4,119999,38
3659,20210805,5,98290,36
3660,20210805,6,5097,38
3661,20210805,7,2529190,49
3662,20210806,1,22179,79
3663,20210806,2,979833,101
3664,20210806,3,1222343,61
3665,20210806,4,123238,39
3666,20210806,5,101218,37
3667,20210806,6,4500,34
3668,20210806,7,2519444,49
3669,20210807,1,14108,85
3670,20210807,2,923751,96
3671,20210807,3,836715,61
3672,20210807,4,76835,58
3673,20210807,5,67267,44
3674,20210807,6,0,0
3675,20210807,7,1780458,61
3676,20210808,1,11934,66
3677,20210808,2,843489,92
3678,20210808,3,598574,54
3679,20210808,4,61066,59
3680,20210808,5,54265,52
3681,20210808,6,0,0
3682,20210808,7,1333885,56
3683,20210809,1,20540,74
3684,20210809,2,891525,92
3685,20210809,3,1183050,59
3686,20210809,4,109865,35
3687,20210809,5,95599,35
3688,20210809,6,4845,36
3689,20210809,7,2289434,45
3690,20210810,1,23079,83
3691,20210810,2,905508,93
3692,20210810,3,1245670,62
3693,20210810,4,122544,39
3694,20210810,5,95330,35
3695,20210810,6,5037,38
3696,20210810,7,2442194,48
3697,20210811,1,23338,84
3698,20210811,2,931264,96
3699,20210811,3,1246306,62
3700,20210811,4,119708,38
3701,20210811,5,94737,35
3702,20210811,6,4928,37
3703,20210811,7,2475949,48
3704,20210812,1,22427,80
3705,20210812,2,965578,99
3706,20210812,3,1223666,61
3707,20210812,4,119717,38
3708,20210812,5,90818,33
3709,20210812,6,4764,36
3710,20210812,7,2448589,48
3711,20210813,1,21336,76
3712,20210813,2,973883,100
3713,20210813,3,1189426,59
3714,20210813,4,123849,40
3715,20210813,5,91861,34
3716,20210813,6,4522,34
3717,20210813,7,2430102,47
3718,20210814,1,13157,79
3719,20210814,2,904780,94
3720,20210814,3,811826,59
3721,20210814,4,75664,57
3722,20210814,5,57650,38
3723,20210814,6,0,0
3724,20210814,7,1718222,58
3725,20210815,1,12395,69
3726,20210815,2,918288,100
3727,20210815,3,661705,60
3728,20210815,4,72983,70
3729,20210815,5,54362,52
3730,20210815,6,0,0
3731,20210815,7,1430620,60
3732,20210816,1,20087,72
3733,20210816,2,910779,94
3734,20210816,3,1170216,58
3735,20210816,4,123942,40
3736,20210816,5,100258,37
3737,20210816,6,4769,36
3738,20210816,7,2287627,45
3739,20210817,1,22245,80
3740,20210817,2,909180,94
3741,20210817,3,1209633,60
3742,20210817,4,120737,39
3743,20210817,5,103616,38
3744,20210817,6,5081,38
3745,20210817,7,2427611,47
3746,20210818,1,22715,81
3747,20210818,2,917872,94
3748,20210818,3,1210760,60
3749,20210818,4,117216,37
3750,20210818,5,97853,36
3751,20210818,6,4878,36
3752,20210818,7,2445638,48
3753,20210819,1,21838,78
3754,20210819,2,939085,97
3755,20210819,3,1194375,59
3756,20210819,4,117409,38
3757,20210819,5,93036,34
3758,20210819,6,4871,36
3759,20210819,7,2439624,47
3760,20210820,1,21451,77
3761,20210820,2,969814,100
3762,20210820,3,1183308,59
3763,20210820,4,124627,40
3764,20210820,5,99533,36
3765,20210820,6,4590,34
3766,20210820,7,2456334,48
3767,20210821,1,13046,78
3768,20210821,2,941331,98
3769,20210821,3,822340,60
3770,20210821,4,72843,55
3771,20210821,5,61997,41
3772,20210821,6,1409,30
3773,20210821,7,1715030,58
3774,20210822,1,7979,44
3775,20210822,2,489334,53
3776,20210822,3,369246,33
3777,20210822,4,27528,26
3778,20210822,5,16121,16
3779,20210822,6,560,16
3780,20210822,7,745240,31
3781,20210823,1,18809,67
3782,20210823,2,821654,85
3783,20210823,3,1032792,51
3784,20210823,4,110003,35
3785,20210823,5,84223,31
3786,20210823,6,4062,30
3787,20210823,7,2052669,40
3788,20210824,1,22679,81
3789,20210824,2,942935,97
3790,20210824,3,1234884,61
3791,20210824,4,130591,42
3792,20210824,5,98325,36
3793,20210824,6,5041,38
3794,20210824,7,2462365,48
3795,20210825,1,23351,84
3796,20210825,2,957036,98
3797,20210825,3,1236342,61
3798,20210825,4,127392,41
3799,20210825,5,93307,34
3800,20210825,6,5165,39
3801,20210825,7,2498255,49
3802,20210826,1,22068,79
3803,20210826,2,950534,98
3804,20210826,3,1222996,61
3805,20210826,4,122067,39
3806,20210826,5,91039,33
3807,20210826,6,4995,37
3808,20210826,7,2480137,48
3809,20210827,1,21211,76
3810,20210827,2,973335,100
3811,20210827,3,1147249,57
3812,20210827,4,119665,38
3813,20210827,5,90532,33
3814,20210827,6,4392,33
3815,20210827,7,2388210,46
3816,20210828,1,12760,77
3817,20210828,2,890293,93
3818,20210828,3,776489,56
3819,20210828,4,68988,52
3820,20210828,5,56208,37
3821,20210828,6,1661,35
3822,20210828,7,1659434,56
3823,20210829,1,11558,64
3824,20210829,2,890505,97
3825,20210829,3,630281,57
3826,20210829,4,68832,66
3827,20210829,5,54068,52
3828,20210829,6,2076,58
3829,20210829,7,1398566,59
3830,20210830,1,19224,69
3831,20210830,2,911105,94
3832,20210830,3,1182908,59
3833,20210830,4,131574,42
3834,20210830,5,97092,36
3835,20210830,6,4695,35
3836,20210830,7,2321000,45
3837,20210831,1,22724,81
3838,20210831,2,936181,96
3839,20210831,3,1246463,62
3840,20210831,4,133641,43
3841,20210831,5,99949,37
3842,20210831,6,5390,40
3843,20210831,7,2532584,49
3844,20210901,1,20878,70
3845,20210901,2,811053,85
3846,20210901,3,1086148,47
3847,20210901,4,118437,36
3848,20210901,5,90598,31
3849,20210901,6,4551,27
3850,20210901,7,2294448,40
3851,20210902,1,21179,71
3852,20210902,2,851145,89
3853,20210902,3,1188941,51
3854,20210902,4,105647,32
3855,20210902,5,37898,13
3856,20210902,6,2620,15
3857,20210902,7,1661558,29
3858,20210903,1,22585,76
3859,20210903,2,1014806,107
3860,20210903,3,1221668,53
3861,20210903,4,139807,43
3862,20210903,5,97937,34
3863,20210903,6,4450,26
3864,20210903,7,2390392,41
3865,20210904,1,13382,78
3866,20210904,2,927358,97
3867,20210904,3,834456,59
3868,20210904,4,84764,72
3869,20210904,5,57137,37
3870,20210904,6,2104,51
3871,20210904,7,1777639,55
3872,20210905,1,11931,69
3873,20210905,2,832200,94
3874,20210905,3,618622,56
3875,20210905,4,71004,72
3876,20210905,5,45169,43
3877,20210905,6,1541,53
3878,20210905,7,1415352,56
3879,20210906,1,10077,59
3880,20210906,2,812884,92
3881,20210906,3,733947,67
3882,20210906,4,77906,79
3883,20210906,5,51338,49
3884,20210906,6,1966,67
3885,20210906,7,1521388,60
3886,20210907,1,21143,71
3887,20210907,2,902400,95
3888,20210907,3,1102372,47
3889,20210907,4,137623,42
3890,20210907,5,113742,39
3891,20210907,6,4795,28
3892,20210907,7,2233674,39
3893,20210908,1,22354,75
3894,20210908,2,896020,94
3895,20210908,3,1192895,51
3896,20210908,4,135722,41
3897,20210908,5,110925,38
3898,20210908,6,5228,31
3899,20210908,7,2529619,44
3900,20210909,1,23653,80
3901,20210909,2,911040,96
3902,20210909,3,1249341,54
3903,20210909,4,139547,43
3904,20210909,5,111708,39
3905,20210909,6,5378,31
3906,20210909,7,2702713,47
3907,20210910,1,23037,78
3908,20210910,2,995486,105
3909,20210910,3,1322430,57
3910,20210910,4,150895,46
3911,20210910,5,113495,39
3912,20210910,6,5377,31
3913,20210910,7,2840443,49
3914,20210911,1,13070,76
3915,20210911,2,917704,96
3916,20210911,3,870791,62
3917,20210911,4,82235,69
3918,20210911,5,65329,43
3919,20210911,6,2182,53
3920,20210911,7,1983091,62
3921,20210912,1,12239,71
3922,20210912,2,899864,102
3923,20210912,3,694561,63
3924,20210912,4,77028,78
3925,20210912,5,58979,56
3926,20210912,6,1679,57
3927,20210912,7,1589976,62
3928,20210913,1,21898,74
3929,20210913,2,914827,96
3930,20210913,3,1441516,62
3931,20210913,4,147829,45
3932,20210913,5,122504,42
3933,20210913,6,6133,36
3934,20210913,7,2852796,49
3935,20210914,1,23132,78
3936,20210914,2,908024,95
3937,20210914,3,1511145,65
3938,20210914,4,144904,44
3939,20210914,5,120532,42
3940,20210914,6,6672,39
3941,20210914,7,3011275,52
3942,20210915,1,23966,81
3943,20210915,2,904733,95
3944,20210915,3,1503627,65
3945,20210915,4,139927,43
3946,20210915,5,116413,40
3947,20210915,6,6410,38
3948,20210915,7,2987334,52
3949,20210916,1,20826,70
3950,20210916,2,864413,91
3951,20210916,3,1210069,52
3952,20210916,4,127995,39
3953,20210916,5,107680,37
3954,20210916,6,5308,31
3955,20210916,7,2534545,44
3956,20210917,1,23282,78
3957,20210917,2,982085,103
3958,20210917,3,1456201,63
3959,20210917,4,142120,43
3960,20210917,5,119349,41
3961,20210917,6,6131,36
3962,20210917,7,3028545,52
3963,20210918,1,14054,82
3964,20210918,2,949178,99
3965,20210918,3,871175,62
3966,20210918,4,77267,65
3967,20210918,5,76288,50
3968,20210918,6,2582,62
3969,20210918,7,2014848,63
3970,20210919,1,12612,73
3971,20210919,2,914623,103
3972,20210919,3,674024,61
3973,20210919,4,69397,70
3974,20210919,5,64139,61
3975,20210919,6,1897,65
3976,20210919,7,1596823,63
3977,20210920,1,21889,74
3978,20210920,2,895109,94
3979,20210920,3,1481676,64
3980,20210920,4,148068,45
3981,20210920,5,122101,42
3982,20210920,6,6548,38
3983,20210920,7,2883211,50
3984,20210921,1,22399,75
3985,20210921,2,860050,90
3986,20210921,3,1505803,65
3987,20210921,4,142672,44
3988,20210921,5,123923,43
3989,20210921,6,6998,41
3990,20210921,7,3018312,52
3991,20210922,1,23157,78
3992,20210922,2,872883,92
3993,20210922,3,1506211,65
3994,20210922,4,139853,43
3995,20210922,5,120056,42
3996,20210922,6,6812,40
3997,20210922,7,3021113,52
3998,20210923,1,23031,78
3999,20210923,2,915198,96
4000,20210923,3,1483075,64
4001,20210923,4,140127,43
4002,20210923,5,115473,40
4003,20210923,6,6724,39
4004,20210923,7,3016106,52
4005,20210924,1,21941,74
4006,20210924,2,986694,104
4007,20210924,3,1469705,63
4008,20210924,4,142827,44
4009,20210924,5,116730,40
4010,20210924,6,6294,37
4011,20210924,7,3121747,54
4012,20210925,1,13909,81
4013,20210925,2,953628,100
4014,20210925,3,872490,62
4015,20210925,4,88460,75
4016,20210925,5,81282,53
4017,20210925,6,2719,66
4018,20210925,7,2129492,66
4019,20210926,1,12034,70
4020,20210926,2,895286,101
4021,20210926,3,657257,60
4022,20210926,4,80069,81
4023,20210926,5,64937,62
4024,20210926,6,2238,77
4025,20210926,7,1614677,63
4026,20210927,1,21209,71
4027,20210927,2,881116,93
4028,20210927,3,1489441,64
4029,20210927,4,146154,45
4030,20210927,5,121534,42
4031,20210927,6,6715,39
4032,20210927,7,2873368,50
4033,20210928,1,21727,73
4034,20210928,2,831192,87
4035,20210928,3,1457421,63
4036,20210928,4,141188,43
4037,20210928,5,118253,41
4038,20210928,6,6827,40
4039,20210928,7,2927715,51
4040,20210929,1,23323,79
4041,20210929,2,886785,93
4042,20210929,3,1513184,65
4043,20210929,4,137483,42
4044,20210929,5,120032,42
4045,20210929,6,6789,40
4046,20210929,7,3063720,53
4047,20210930,1,23555,79
4048,20210930,2,953501,100
4049,20210930,3,1516081,65
4050,20210930,4,144838,44
4051,20210930,5,121842,42
4052,20210930,6,7104,42
4053,20210930,7,3146861,55
4054,20211001,1,23098,78
4055,20211001,2,985786,106
4056,20211001,3,1492942,66
4057,20211001,4,140003,45
4058,20211001,5,116182,40
4059,20211001,6,6325,35
4060,20211001,7,3162881,55
4061,20211002,1,14145,80
4062,20211002,2,923455,98
4063,20211002,3,883902,63
4064,20211002,4,86563,76
4065,20211002,5,80946,53
4066,20211002,6,2562,56
4067,20211002,7,2063660,62
4068,20211003,1,12936,70
4069,20211003,2,887540,105
4070,20211003,3,673253,67
4071,20211003,4,74851,82
4072,20211003,5,66758,63
4073,20211003,6,1904,50
4074,20211003,7,1575738,64
4075,20211004,1,21794,73
4076,20211004,2,871945,94
4077,20211004,3,1419155,63
4078,20211004,4,152598,49
4079,20211004,5,121256,42
4080,20211004,6,6591,37
4081,20211004,7,2864349,50
4082,20211005,1,23644,79
4083,20211005,2,887129,96
4084,20211005,3,1499767,67
4085,20211005,4,150226,48
4086,20211005,5,124670,43
4087,20211005,6,7027,39
4088,20211005,7,3091160,54
4089,20211006,1,24677,83
4090,20211006,2,913993,98
4091,20211006,3,1532668,68
4092,20211006,4,149640,48
4093,20211006,5,123097,42
4094,20211006,6,6972,39
4095,20211006,7,3140986,55
4096,20211007,1,24571,83
4097,20211007,2,951212,102
4098,20211007,3,1523168,68
4099,20211007,4,150072,48
4100,20211007,5,121407,42
4101,20211007,6,7298,41
4102,20211007,7,3190747,56
4103,20211008,1,23356,78
4104,20211008,2,1001210,108
4105,20211008,3,1473912,65
4106,20211008,4,153755,49
4107,20211008,5,123609,43
4108,20211008,6,6660,37
4109,20211008,7,3168473,55
4110,20211009,1,13634,77
4111,20211009,2,919384,97
4112,20211009,3,856308,62
4113,20211009,4,84631,75
4114,20211009,5,81969,54
4115,20211009,6,47,1
4116,20211009,7,2052699,62
4117,20211010,1,11794,64
4118,20211010,2,806025,95
4119,20211010,3,601821,60
4120,20211010,4,65636,72
4121,20211010,5,59049,56
4122,20211010,6,166,4
4123,20211010,7,1499385,61
4124,20211011,1,16917,57
4125,20211011,2,878443,95
4126,20211011,3,1045865,46
4127,20211011,4,131714,42
4128,20211011,5,114458,39
4129,20211011,6,3883,22
4130,20211011,7,2263615,39
4131,20211012,1,23848,80
4132,20211012,2,910639,98
4133,20211012,3,1514608,67
4134,20211012,4,154602,49
4135,20211012,5,128194,44
4136,20211012,6,7292,41
4137,20211012,7,3102879,54
4138,20211013,1,24396,82
4139,20211013,2,907632,98
4140,20211013,3,1511356,67
4141,20211013,4,151319,48
4142,20211013,5,124790,43
4143,20211013,6,7198,40
4144,20211013,7,3157457,55
4145,20211014,1,24144,81
4146,20211014,2,952876,103
4147,20211014,3,1527543,68
4148,20211014,4,154572,49
4149,20211014,5,126815,44
4150,20211014,6,7386,41
4151,20211014,7,3240686,56
4152,20211015,1,23251,78
4153,20211015,2,990940,107
4154,20211015,3,1491099,66
4155,20211015,4,150932,48
4156,20211015,5,124654,43
4157,20211015,6,6786,38
4158,20211015,7,3227068,56
4159,20211016,1,13307,75
4160,20211016,2,896392,95
4161,20211016,3,856990,62
4162,20211016,4,83415,74
4163,20211016,5,74913,49
4164,20211016,6,2369,52
4165,20211016,7,2042027,61
4166,20211017,1,12564,68
4167,20211017,2,891527,106
4168,20211017,3,663944,66
4169,20211017,4,74826,82
4170,20211017,5,69729,66
4171,20211017,6,1853,49
4172,20211017,7,1629991,66
4173,20211018,1,21454,72
4174,20211018,2,889996,96
4175,20211018,3,1461843,65
4176,20211018,4,153681,49
4177,20211018,5,127381,44
4178,20211018,6,6810,38
4179,20211018,7,2982883,52
4180,20211019,1,23403,79
4181,20211019,2,899389,97
4182,20211019,3,1510722,67
4183,20211019,4,153382,49
4184,20211019,5,129993,45
4185,20211019,6,7250,41
4186,20211019,7,3178208,55
4187,20211020,1,24474,82
4188,20211020,2,916246,99
4189,20211020,3,1525608,68
4190,20211020,4,155242,49
4191,20211020,5,131127,45
4192,20211020,6,7148,40
4193,20211020,7,3234327,56
4194,20211021,1,24007,81
4195,20211021,2,948652,102
4196,20211021,3,1476434,65
4197,20211021,4,149850,48
4198,20211021,5,127259,44
4199,20211021,6,7498,42
4200,20211021,7,3267697,57
4201,20211022,1,22843,77
4202,20211022,2,986548,106
4203,20211022,3,1471199,65
4204,20211022,4,145810,46
4205,20211022,5,126554,44
4206,20211022,6,6297,35
4207,20211022,7,3225816,56
4208,20211023,1,13556,77
4209,20211023,2,914737,97
4210,20211023,3,847596,61
4211,20211023,4,74720,66
4212,20211023,5,82865,54
4213,20211023,6,2243,49
4214,20211023,7,2077488,62
4215,20211024,1,12314,67
4216,20211024,2,883371,105
4217,20211024,3,659283,66
4218,20211024,4,69611,76
4219,20211024,5,68154,65
4220,20211024,6,1908,51
4221,20211024,7,1599927,65
4222,20211025,1,21724,73
4223,20211025,2,883887,95
4224,20211025,3,1461023,65
4225,20211025,4,158330,50
4226,20211025,5,125755,43
4227,20211025,6,7026,39
4228,20211025,7,2994936,52
4229,20211026,1,21220,71
4230,20211026,2,738636,80
4231,20211026,3,1233660,55
4232,20211026,4,130109,41
4233,20211026,5,104517,36
4234,20211026,6,5278,30
4235,20211026,7,2702635,47
4236,20211027,1,24144,81
4237,20211027,2,914494,99
4238,20211027,3,1503535,67
4239,20211027,4,155865,50
4240,20211027,5,129881,45
4241,20211027,6,7054,40
4242,20211027,7,3300580,57
4243,20211028,1,24814,83
4244,20211028,2,959835,103
4245,20211028,3,1515489,67
4246,20211028,4,159574,51
4247,20211028,5,132170,45
4248,20211028,6,7605,43
4249,20211028,7,3365971,59
4250,20211029,1,22477,75
4251,20211029,2,963442,104
4252,20211029,3,1426938,63
4253,20211029,4,153317,49
4254,20211029,5,122632,42
4255,20211029,6,6597,37
4256,20211029,7,3251779,57
4257,20211030,1,12642,72
4258,20211030,2,854656,90
4259,20211030,3,819620,59
4260,20211030,4,76471,67
4261,20211030,5,69281,45
4262,20211030,6,2177,48
4263,20211030,7,2044310,61
4264,20211031,1,12233,67
4265,20211031,2,824978,98
4266,20211031,3,656203,66
4267,20211031,4,68674,75
4268,20211031,5,66300,63
4269,20211031,6,1910,51
4270,20211031,7,1746769,71
4271,20211101,1,21387,69
4272,20211101,2,898451,95
4273,20211101,3,1448304,66
4274,20211101,4,158356,48
4275,20211101,5,131251,46
4276,20211101,6,6783,40
4277,20211101,7,3034306,54
4278,20211102,1,22016,71
4279,20211102,2,853432,90
4280,20211102,3,1258180,57
4281,20211102,4,147832,45
4282,20211102,5,129297,45
4283,20211102,6,5679,33
4284,20211102,7,2848222,51
4285,20211103,1,23349,75
4286,20211103,2,901230,96
4287,20211103,3,1507287,69
