date,date_key,year,quarter,month,month_name,day,day_name,transport_mode,value_type,ridership_value,recovery_pct
2022-10-29,20221029,2022,4,10,October,29,Saturday,Subways,Estimated Ridership,2440601,73
2022-10-30,20221030,2022,4,10,October,30,Sunday,Access-A-Ride,Scheduled Trips,15324,83
2022-10-30,20221030,2022,4,10,October,30,Sunday,Bridges and Tunnels,Total Traffic,903170,107
2022-10-30,20221030,2022,4,10,October,30,Sunday,Buses,Estimated Ridership,711004,71
2022-10-30,20221030,2022,4,10,October,30,Sunday,LIRR,Estimated Ridership,69358,76
2022-10-30,20221030,2022,4,10,October,30,Sunday,Metro-North,Estimated Ridership,80576,77
2022-10-30,20221030,2022,4,10,October,30,Sunday,Staten Island Railway,Estimated Ridership,5,0
2022-10-30,20221030,2022,4,10,October,30,Sunday,Subways,Estimated Ridership,1875953,76
2022-10-31,20221031,2022,4,10,October,31,Monday,Access-A-Ride,Scheduled Trips,24178,81
2022-10-31,20221031,2022,4,10,October,31,Monday,Bridges and Tunnels,Total Traffic,862337,93
2022-10-31,20221031,2022,4,10,October,31,Monday,Buses,Estimated Ridership,1394453,62
2022-10-31,20221031,2022,4,10,October,31,Monday,LIRR,Estimated Ridership,177547,56
2022-10-31,20221031,2022,4,10,October,31,Monday,Metro-North,Estimated Ridership,157055,54
2022-10-31,20221031,2022,4,10,October,31,Monday,Staten Island Railway,Estimated Ridership,6759,38
2022-10-31,20221031,2022,4,10,October,31,Monday,Subways,Estimated Ridership,3410892,59
2022-11-01,20221101,2022,4,11,November,1,Tuesday,Access-A-Ride,Scheduled Trips,26993,86
2022-11-01,20221101,2022,4,11,November,1,Tuesday,Bridges and Tunnels,Total Traffic,911552,97
2022-11-01,20221101,2022,4,11,November,1,Tuesday,Buses,Estimated Ridership,1501329,69
2022-11-01,20221101,2022,4,11,November,1,Tuesday,LIRR,Estimated Ridership,196102,60
2022-11-01,20221101,2022,4,11,November,1,Tuesday,Metro-North,Estimated Ridership,178425,62
2022-11-01,20221101,2022,4,11,November,1,Tuesday,Staten Island Railway,Estimated Ridership,7756,46
2022-11-01,20221101,2022,4,11,November,1,Tuesday,Subways,Estimated Ridership,3706707,66
2022-11-02,20221102,2022,4,11,November,2,Wednesday,Access-A-Ride,Scheduled Trips,28493,91
2022-11-02,20221102,2022,4,11,November,2,Wednesday,Bridges and Tunnels,Total Traffic,918835,97
2022-11-02,20221102,2022,4,11,November,2,Wednesday,Buses,Estimated Ridership,1549724,71
2022-11-02,20221102,2022,4,11,November,2,Wednesday,LIRR,Estimated Ridership,198277,60
2022-11-02,20221102,2022,4,11,November,2,Wednesday,Metro-North,Estimated Ridership,181158,63
2022-11-02,20221102,2022,4,11,November,2,Wednesday,Staten Island Railway,Estimated Ridership,7788,46
2022-11-02,20221102,2022,4,11,November,2,Wednesday,Subways,Estimated Ridership,3788123,67
2022-11-03,20221103,2022,4,11,November,3,Thursday,Access-A-Ride,Scheduled Trips,28364,91
2022-11-03,20221103,2022,4,11,November,3,Thursday,Bridges and Tunnels,Total Traffic,941513,100
2022-11-03,20221103,2022,4,11,November,3,Thursday,Buses,Estimated Ridership,1521975,70
2022-11-03,20221103,2022,4,11,November,3,Thursday,LIRR,Estimated Ridership,197940,60
2022-11-03,20221103,2022,4,11,November,3,Thursday,Metro-North,Estimated Ridership,178498,62
2022-11-03,20221103,2022,4,11,November,3,Thursday,Staten Island Railway,Estimated Ridership,7676,45
2022-11-03,20221103,2022,4,11,November,3,Thursday,Subways,Estimated Ridership,3802455,67
2022-11-04,20221104,2022,4,11,November,4,Friday,Access-A-Ride,Scheduled Trips,27340,88
2022-11-04,20221104,2022,4,11,November,4,Friday,Bridges and Tunnels,Total Traffic,975347,103
2022-11-04,20221104,2022,4,11,November,4,Friday,Buses,Estimated Ridership,1459619,67
2022-11-04,20221104,2022,4,11,November,4,Friday,LIRR,Estimated Ridership,180084,55
2022-11-04,20221104,2022,4,11,November,4,Friday,Metro-North,Estimated Ridership,161378,56
2022-11-04,20221104,2022,4,11,November,4,Friday,Staten Island Railway,Estimated Ridership,6813,40
2022-11-04,20221104,2022,4,11,November,4,Friday,Subways,Estimated Ridership,3586358,64
2022-11-05,20221105,2022,4,11,November,5,Saturday,Access-A-Ride,Scheduled Trips,16790,99
2022-11-05,20221105,2022,4,11,November,5,Saturday,Bridges and Tunnels,Total Traffic,940206,103
2022-11-05,20221105,2022,4,11,November,5,Saturday,Buses,Estimated Ridership,918127,70
2022-11-05,20221105,2022,4,11,November,5,Saturday,LIRR,Estimated Ridership,96845,84
2022-11-05,20221105,2022,4,11,November,5,Saturday,Metro-North,Estimated Ridership,110793,73
2022-11-05,20221105,2022,4,11,November,5,Saturday,Staten Island Railway,Estimated Ridership,2628,76
2022-11-05,20221105,2022,4,11,November,5,Saturday,Subways,Estimated Ridership,2449943,78
2022-11-06,20221106,2022,4,11,November,6,Sunday,Access-A-Ride,Scheduled Trips,13926,74
2022-11-06,20221106,2022,4,11,November,6,Sunday,Bridges and Tunnels,Total Traffic,779295,95
2022-11-06,20221106,2022,4,11,November,6,Sunday,Buses,Estimated Ridership,648085,65
2022-11-06,20221106,2022,4,11,November,6,Sunday,LIRR,Estimated Ridership,92648,98
2022-11-06,20221106,2022,4,11,November,6,Sunday,Metro-North,Estimated Ridership,94517,91
2022-11-06,20221106,2022,4,11,November,6,Sunday,Staten Island Railway,Estimated Ridership,3122,102
2022-11-06,20221106,2022,4,11,November,6,Sunday,Subways,Estimated Ridership,2116063,84
2022-11-07,20221107,2022,4,11,November,7,Monday,Access-A-Ride,Scheduled Trips,26193,84
2022-11-07,20221107,2022,4,11,November,7,Monday,Bridges and Tunnels,Total Traffic,901997,96
2022-11-07,20221107,2022,4,11,November,7,Monday,Buses,Estimated Ridership,1478731,68
2022-11-07,20221107,2022,4,11,November,7,Monday,LIRR,Estimated Ridership,190295,58
2022-11-07,20221107,2022,4,11,November,7,Monday,Metro-North,Estimated Ridership,168401,59
2022-11-07,20221107,2022,4,11,November,7,Monday,Staten Island Railway,Estimated Ridership,7365,43
2022-11-07,20221107,2022,4,11,November,7,Monday,Subways,Estimated Ridership,3456868,61
2022-11-08,20221108,2022,4,11,November,8,Tuesday,Access-A-Ride,Scheduled Trips,25939,83
2022-11-08,20221108,2022,4,11,November,8,Tuesday,Bridges and Tunnels,Total Traffic,888462,94
2022-11-08,20221108,2022,4,11,November,8,Tuesday,Buses,Estimated Ridership,1356894,62
2022-11-08,20221108,2022,4,11,November,8,Tuesday,LIRR,Estimated Ridership,201028,61
2022-11-08,20221108,2022,4,11,November,8,Tuesday,Metro-North,Estimated Ridership,183142,64
2022-11-08,20221108,2022,4,11,November,8,Tuesday,Staten Island Railway,Estimated Ridership,6463,38
2022-11-08,20221108,2022,4,11,November,8,Tuesday,Subways,Estimated Ridership,3431700,61
2022-11-09,20221109,2022,4,11,November,9,Wednesday,Access-A-Ride,Scheduled Trips,28589,92
2022-11-09,20221109,2022,4,11,November,9,Wednesday,Bridges and Tunnels,Total Traffic,921392,98
2022-11-09,20221109,2022,4,11,November,9,Wednesday,Buses,Estimated Ridership,1517250,69
2022-11-09,20221109,2022,4,11,November,9,Wednesday,LIRR,Estimated Ridership,199030,61
2022-11-09,20221109,2022,4,11,November,9,Wednesday,Metro-North,Estimated Ridership,180581,63
2022-11-09,20221109,2022,4,11,November,9,Wednesday,Staten Island Railway,Estimated Ridership,7722,45
2022-11-09,20221109,2022,4,11,November,9,Wednesday,Subways,Estimated Ridership,3772030,67
2022-11-10,20221110,2022,4,11,November,10,Thursday,Access-A-Ride,Scheduled Trips,28385,91
2022-11-10,20221110,2022,4,11,November,10,Thursday,Bridges and Tunnels,Total Traffic,976695,104
2022-11-10,20221110,2022,4,11,November,10,Thursday,Buses,Estimated Ridership,1516812,69
2022-11-10,20221110,2022,4,11,November,10,Thursday,LIRR,Estimated Ridership,203722,62
2022-11-10,20221110,2022,4,11,November,10,Thursday,Metro-North,Estimated Ridership,180584,63
2022-11-10,20221110,2022,4,11,November,10,Thursday,Staten Island Railway,Estimated Ridership,7749,46
2022-11-10,20221110,2022,4,11,November,10,Thursday,Subways,Estimated Ridership,3802230,67
2022-11-11,20221111,2022,4,11,November,11,Friday,Access-A-Ride,Scheduled Trips,20634,110
2022-11-11,20221111,2022,4,11,November,11,Friday,Bridges and Tunnels,Total Traffic,870209,106
2022-11-11,20221111,2022,4,11,November,11,Friday,Buses,Estimated Ridership,1077574,108
2022-11-11,20221111,2022,4,11,November,11,Friday,LIRR,Estimated Ridership,172756,183
2022-11-11,20221111,2022,4,11,November,11,Friday,Metro-North,Estimated Ridership,154511,148
2022-11-11,20221111,2022,4,11,November,11,Friday,Staten Island Railway,Estimated Ridership,4558,149
2022-11-11,20221111,2022,4,11,November,11,Friday,Subways,Estimated Ridership,2994708,119
2022-11-12,20221112,2022,4,11,November,12,Saturday,Access-A-Ride,Scheduled Trips,15153,89
2022-11-12,20221112,2022,4,11,November,12,Saturday,Bridges and Tunnels,Total Traffic,889070,98
2022-11-12,20221112,2022,4,11,November,12,Saturday,Buses,Estimated Ridership,893837,68
2022-11-12,20221112,2022,4,11,November,12,Saturday,LIRR,Estimated Ridership,94911,82
2022-11-12,20221112,2022,4,11,November,12,Saturday,Metro-North,Estimated Ridership,106101,70
2022-11-12,20221112,2022,4,11,November,12,Saturday,Staten Island Railway,Estimated Ridership,2262,65
2022-11-12,20221112,2022,4,11,November,12,Saturday,Subways,Estimated Ridership,2431419,77
2022-11-13,20221113,2022,4,11,November,13,Sunday,Access-A-Ride,Scheduled Trips,15544,83
2022-11-13,20221113,2022,4,11,November,13,Sunday,Bridges and Tunnels,Total Traffic,859975,104
2022-11-13,20221113,2022,4,11,November,13,Sunday,Buses,Estimated Ridership,662034,66
2022-11-13,20221113,2022,4,11,November,13,Sunday,LIRR,Estimated Ridership,76869,81
2022-11-13,20221113,2022,4,11,November,13,Sunday,Metro-North,Estimated Ridership,76460,73
2022-11-13,20221113,2022,4,11,November,13,Sunday,Staten Island Railway,Estimated Ridership,1658,54
2022-11-13,20221113,2022,4,11,November,13,Sunday,Subways,Estimated Ridership,1794024,71
2022-11-14,20221114,2022,4,11,November,14,Monday,Access-A-Ride,Scheduled Trips,25728,82
2022-11-14,20221114,2022,4,11,November,14,Monday,Bridges and Tunnels,Total Traffic,889804,94
2022-11-14,20221114,2022,4,11,November,14,Monday,Buses,Estimated Ridership,1441705,66
2022-11-14,20221114,2022,4,11,November,14,Monday,LIRR,Estimated Ridership,181582,55
2022-11-14,20221114,2022,4,11,November,14,Monday,Metro-North,Estimated Ridership,165573,58
2022-11-14,20221114,2022,4,11,November,14,Monday,Staten Island Railway,Estimated Ridership,7135,42
2022-11-14,20221114,2022,4,11,November,14,Monday,Subways,Estimated Ridership,3401075,60
2022-11-15,20221115,2022,4,11,November,15,Tuesday,Access-A-Ride,Scheduled Trips,28155,90
2022-11-15,20221115,2022,4,11,November,15,Tuesday,Bridges and Tunnels,Total Traffic,903257,96
2022-11-15,20221115,2022,4,11,November,15,Tuesday,Buses,Estimated Ridership,1483782,68
2022-11-15,20221115,2022,4,11,November,15,Tuesday,LIRR,Estimated Ridership,196179,60
2022-11-15,20221115,2022,4,11,November,15,Tuesday,Metro-North,Estimated Ridership,182790,64
2022-11-15,20221115,2022,4,11,November,15,Tuesday,Staten Island Railway,Estimated Ridership,7776,46
2022-11-15,20221115,2022,4,11,November,15,Tuesday,Subways,Estimated Ridership,3713627,66
2022-11-16,20221116,2022,4,11,November,16,Wednesday,Access-A-Ride,Scheduled Trips,28574,92
2022-11-16,20221116,2022,4,11,November,16,Wednesday,Bridges and Tunnels,Total Traffic,912685,97
2022-11-16,20221116,2022,4,11,November,16,Wednesday,Buses,Estimated Ridership,1484607,68
2022-11-16,20221116,2022,4,11,November,16,Wednesday,LIRR,Estimated Ridership,194893,59
2022-11-16,20221116,2022,4,11,November,16,Wednesday,Metro-North,Estimated Ridership,179233,63
2022-11-16,20221116,2022,4,11,November,16,Wednesday,Staten Island Railway,Estimated Ridership,7589,45
2022-11-16,20221116,2022,4,11,November,16,Wednesday,Subways,Estimated Ridership,3751773,67
2022-11-17,20221117,2022,4,11,November,17,Thursday,Access-A-Ride,Scheduled Trips,28778,92
2022-11-17,20221117,2022,4,11,November,17,Thursday,Bridges and Tunnels,Total Traffic,962670,102
2022-11-17,20221117,2022,4,11,November,17,Thursday,Buses,Estimated Ridership,1493119,68
2022-11-17,20221117,2022,4,11,November,17,Thursday,LIRR,Estimated Ridership,193797,59
2022-11-17,20221117,2022,4,11,November,17,Thursday,Metro-North,Estimated Ridership,178147,62
2022-11-17,20221117,2022,4,11,November,17,Thursday,Staten Island Railway,Estimated Ridership,7633,45
2022-11-17,20221117,2022,4,11,November,17,Thursday,Subways,Estimated Ridership,3797815,67
2022-11-18,20221118,2022,4,11,November,18,Friday,Access-A-Ride,Scheduled Trips,27236,87
2022-11-18,20221118,2022,4,11,November,18,Friday,Bridges and Tunnels,Total Traffic,981421,104
2022-11-18,20221118,2022,4,11,November,18,Friday,Buses,Estimated Ridership,1412974,65
2022-11-18,20221118,2022,4,11,November,18,Friday,LIRR,Estimated Ridership,183576,56
2022-11-18,20221118,2022,4,11,November,18,Friday,Metro-North,Estimated Ridership,161777,57
2022-11-18,20221118,2022,4,11,November,18,Friday,Staten Island Railway,Estimated Ridership,6546,38
2022-11-18,20221118,2022,4,11,November,18,Friday,Subways,Estimated Ridership,3539202,63
2022-11-19,20221119,2022,4,11,November,19,Saturday,Access-A-Ride,Scheduled Trips,16076,95
2022-11-19,20221119,2022,4,11,November,19,Saturday,Bridges and Tunnels,Total Traffic,929687,102
2022-11-19,20221119,2022,4,11,November,19,Saturday,Buses,Estimated Ridership,864766,66
2022-11-19,20221119,2022,4,11,November,19,Saturday,LIRR,Estimated Ridership,97654,85
2022-11-19,20221119,2022,4,11,November,19,Saturday,Metro-North,Estimated Ridership,101076,67
2022-11-19,20221119,2022,4,11,November,19,Saturday,Staten Island Railway,Estimated Ridership,1630,47
2022-11-19,20221119,2022,4,11,November,19,Saturday,Subways,Estimated Ridership,2323449,74
2022-11-20,20221120,2022,4,11,November,20,Sunday,Access-A-Ride,Scheduled Trips,15556,83
2022-11-20,20221120,2022,4,11,November,20,Sunday,Bridges and Tunnels,Total Traffic,830876,101
2022-11-20,20221120,2022,4,11,November,20,Sunday,Buses,Estimated Ridership,645986,65
2022-11-20,20221120,2022,4,11,November,20,Sunday,LIRR,Estimated Ridership,74524,79
2022-11-20,20221120,2022,4,11,November,20,Sunday,Metro-North,Estimated Ridership,74870,72
2022-11-20,20221120,2022,4,11,November,20,Sunday,Staten Island Railway,Estimated Ridership,1079,35
2022-11-20,20221120,2022,4,11,November,20,Sunday,Subways,Estimated Ridership,1721187,68
2022-11-21,20221121,2022,4,11,November,21,Monday,Access-A-Ride,Scheduled Trips,25766,83
2022-11-21,20221121,2022,4,11,November,21,Monday,Bridges and Tunnels,Total Traffic,896487,95
2022-11-21,20221121,2022,4,11,November,21,Monday,Buses,Estimated Ridership,1393031,64
2022-11-21,20221121,2022,4,11,November,21,Monday,LIRR,Estimated Ridership,185570,57
2022-11-21,20221121,2022,4,11,November,21,Monday,Metro-North,Estimated Ridership,166517,58
2022-11-21,20221121,2022,4,11,November,21,Monday,Staten Island Railway,Estimated Ridership,7017,41
2022-11-21,20221121,2022,4,11,November,21,Monday,Subways,Estimated Ridership,3363626,60
2022-11-22,20221122,2022,4,11,November,22,Tuesday,Access-A-Ride,Scheduled Trips,27957,90
2022-11-22,20221122,2022,4,11,November,22,Tuesday,Bridges and Tunnels,Total Traffic,982740,104
2022-11-22,20221122,2022,4,11,November,22,Tuesday,Buses,Estimated Ridership,1447618,66
2022-11-22,20221122,2022,4,11,November,22,Tuesday,LIRR,Estimated Ridership,200264,61
2022-11-22,20221122,2022,4,11,November,22,Tuesday,Metro-North,Estimated Ridership,183771,64
2022-11-22,20221122,2022,4,11,November,22,Tuesday,Staten Island Railway,Estimated Ridership,7462,44
2022-11-22,20221122,2022,4,11,November,22,Tuesday,Subways,Estimated Ridership,3548882,63
2022-11-23,20221123,2022,4,11,November,23,Wednesday,Access-A-Ride,Scheduled Trips,25032,80
2022-11-23,20221123,2022,4,11,November,23,Wednesday,Bridges and Tunnels,Total Traffic,983719,104
2022-11-23,20221123,2022,4,11,November,23,Wednesday,Buses,Estimated Ridership,1358016,62
2022-11-23,20221123,2022,4,11,November,23,Wednesday,LIRR,Estimated Ridership,210438,64
2022-11-23,20221123,2022,4,11,November,23,Wednesday,Metro-North,Estimated Ridership,184135,64
2022-11-23,20221123,2022,4,11,November,23,Wednesday,Staten Island Railway,Estimated Ridership,6862,40
2022-11-23,20221123,2022,4,11,November,23,Wednesday,Subways,Estimated Ridership,3263998,58
2022-11-24,20221124,2022,4,11,November,24,Thursday,Access-A-Ride,Scheduled Trips,18369,98
2022-11-24,20221124,2022,4,11,November,24,Thursday,Bridges and Tunnels,Total Traffic,859064,104
2022-11-24,20221124,2022,4,11,November,24,Thursday,Buses,Estimated Ridership,515903,52
2022-11-24,20221124,2022,4,11,November,24,Thursday,LIRR,Estimated Ridership,90771,96
2022-11-24,20221124,2022,4,11,November,24,Thursday,Metro-North,Estimated Ridership,90057,87
2022-11-24,20221124,2022,4,11,November,24,Thursday,Staten Island Railway,Estimated Ridership,2006,65
2022-11-24,20221124,2022,4,11,November,24,Thursday,Subways,Estimated Ridership,1382266,55
2022-11-25,20221125,2022,4,11,November,25,Friday,Access-A-Ride,Scheduled Trips,12834,68
2022-11-25,20221125,2022,4,11,November,25,Friday,Bridges and Tunnels,Total Traffic,766290,93
2022-11-25,20221125,2022,4,11,November,25,Friday,Buses,Estimated Ridership,842892,85
2022-11-25,20221125,2022,4,11,November,25,Friday,LIRR,Estimated Ridership,163354,173
2022-11-25,20221125,2022,4,11,November,25,Friday,Metro-North,Estimated Ridership,148368,143
2022-11-25,20221125,2022,4,11,November,25,Friday,Staten Island Railway,Estimated Ridership,3361,110
2022-11-25,20221125,2022,4,11,November,25,Friday,Subways,Estimated Ridership,2058658,82
2022-11-26,20221126,2022,4,11,November,26,Saturday,Access-A-Ride,Scheduled Trips,12576,74
2022-11-26,20221126,2022,4,11,November,26,Saturday,Bridges and Tunnels,Total Traffic,852829,94
2022-11-26,20221126,2022,4,11,November,26,Saturday,Buses,Estimated Ridership,781665,59
2022-11-26,20221126,2022,4,11,November,26,Saturday,LIRR,Estimated Ridership,105304,91
2022-11-26,20221126,2022,4,11,November,26,Saturday,Metro-North,Estimated Ridership,106685,71
2022-11-26,20221126,2022,4,11,November,26,Saturday,Staten Island Railway,Estimated Ridership,2286,66
2022-11-26,20221126,2022,4,11,November,26,Saturday,Subways,Estimated Ridership,1999608,63
2022-11-27,20221127,2022,4,11,November,27,Sunday,Access-A-Ride,Scheduled Trips,13063,69
2022-11-27,20221127,2022,4,11,November,27,Sunday,Bridges and Tunnels,Total Traffic,814703,99
2022-11-27,20221127,2022,4,11,November,27,Sunday,Buses,Estimated Ridership,562073,56
2022-11-27,20221127,2022,4,11,November,27,Sunday,LIRR,Estimated Ridership,79973,85
2022-11-27,20221127,2022,4,11,November,27,Sunday,Metro-North,Estimated Ridership,76680,74
2022-11-27,20221127,2022,4,11,November,27,Sunday,Staten Island Railway,Estimated Ridership,1408,46
2022-11-27,20221127,2022,4,11,November,27,Sunday,Subways,Estimated Ridership,1476228,59
2022-11-28,20221128,2022,4,11,November,28,Monday,Access-A-Ride,Scheduled Trips,24969,80
2022-11-28,20221128,2022,4,11,November,28,Monday,Bridges and Tunnels,Total Traffic,904337,96
2022-11-28,20221128,2022,4,11,November,28,Monday,Buses,Estimated Ridership,1397963,64
2022-11-28,20221128,2022,4,11,November,28,Monday,LIRR,Estimated Ridership,186710,57
2022-11-28,20221128,2022,4,11,November,28,Monday,Metro-North,Estimated Ridership,163694,57
2022-11-28,20221128,2022,4,11,November,28,Monday,Staten Island Railway,Estimated Ridership,7120,42
2022-11-28,20221128,2022,4,11,November,28,Monday,Subways,Estimated Ridership,3265971,58
2022-11-29,20221129,2022,4,11,November,29,Tuesday,Access-A-Ride,Scheduled Trips,27009,87
2022-11-29,20221129,2022,4,11,November,29,Tuesday,Bridges and Tunnels,Total Traffic,891057,94
2022-11-29,20221129,2022,4,11,November,29,Tuesday,Buses,Estimated Ridership,1455294,66
2022-11-29,20221129,2022,4,11,November,29,Tuesday,LIRR,Estimated Ridership,192494,59
2022-11-29,20221129,2022,4,11,November,29,Tuesday,Metro-North,Estimated Ridership,181370,63
2022-11-29,20221129,2022,4,11,November,29,Tuesday,Staten Island Railway,Estimated Ridership,7510,44
2022-11-29,20221129,2022,4,11,November,29,Tuesday,Subways,Estimated Ridership,3596894,64
2022-11-30,20221130,2022,4,11,November,30,Wednesday,Access-A-Ride,Scheduled Trips,26469,85
2022-11-30,20221130,2022,4,11,November,30,Wednesday,Bridges and Tunnels,Total Traffic,857882,91
2022-11-30,20221130,2022,4,11,November,30,Wednesday,Buses,Estimated Ridership,1356729,62
2022-11-30,20221130,2022,4,11,November,30,Wednesday,LIRR,Estimated Ridership,189152,58
2022-11-30,20221130,2022,4,11,November,30,Wednesday,Metro-North,Estimated Ridership,177367,62
2022-11-30,20221130,2022,4,11,November,30,Wednesday,Staten Island Railway,Estimated Ridership,7204,42
2022-11-30,20221130,2022,4,11,November,30,Wednesday,Subways,Estimated Ridership,3568413,63
2022-12-01,20221201,2022,4,12,December,1,Thursday,Access-A-Ride,Scheduled Trips,27018,93
2022-12-01,20221201,2022,4,12,December,1,Thursday,Bridges and Tunnels,Total Traffic,931376,105
2022-12-01,20221201,2022,4,12,December,1,Thursday,Buses,Estimated Ridership,1459934,73
2022-12-01,20221201,2022,4,12,December,1,Thursday,LIRR,Estimated Ridership,181825,58
2022-12-01,20221201,2022,4,12,December,1,Thursday,Metro-North,Estimated Ridership,166856,60
2022-12-01,20221201,2022,4,12,December,1,Thursday,Staten Island Railway,Estimated Ridership,7538,48
2022-12-01,20221201,2022,4,12,December,1,Thursday,Subways,Estimated Ridership,3770495,71
2022-12-02,20221202,2022,4,12,December,2,Friday,Access-A-Ride,Scheduled Trips,27007,93
2022-12-02,20221202,2022,4,12,December,2,Friday,Bridges and Tunnels,Total Traffic,933219,105
2022-12-02,20221202,2022,4,12,December,2,Friday,Buses,Estimated Ridership,1395642,70
2022-12-02,20221202,2022,4,12,December,2,Friday,LIRR,Estimated Ridership,172860,55
2022-12-02,20221202,2022,4,12,December,2,Friday,Metro-North,Estimated Ridership,152746,55
2022-12-02,20221202,2022,4,12,December,2,Friday,Staten Island Railway,Estimated Ridership,6576,42
2022-12-02,20221202,2022,4,12,December,2,Friday,Subways,Estimated Ridership,3600504,67
2022-12-03,20221203,2022,4,12,December,3,Saturday,Access-A-Ride,Scheduled Trips,15540,90
2022-12-03,20221203,2022,4,12,December,3,Saturday,Bridges and Tunnels,Total Traffic,815868,92
2022-12-03,20221203,2022,4,12,December,3,Saturday,Buses,Estimated Ridership,760109,60
2022-12-03,20221203,2022,4,12,December,3,Saturday,LIRR,Estimated Ridership,87730,68
2022-12-03,20221203,2022,4,12,December,3,Saturday,Metro-North,Estimated Ridership,89976,57
2022-12-03,20221203,2022,4,12,December,3,Saturday,Staten Island Railway,Estimated Ridership,1467,30
2022-12-03,20221203,2022,4,12,December,3,Saturday,Subways,Estimated Ridership,2291687,69
2022-12-04,20221204,2022,4,12,December,4,Sunday,Access-A-Ride,Scheduled Trips,15763,88
2022-12-04,20221204,2022,4,12,December,4,Sunday,Bridges and Tunnels,Total Traffic,804122,101
2022-12-04,20221204,2022,4,12,December,4,Sunday,Buses,Estimated Ridership,681713,70
2022-12-04,20221204,2022,4,12,December,4,Sunday,LIRR,Estimated Ridership,81381,76
2022-12-04,20221204,2022,4,12,December,4,Sunday,Metro-North,Estimated Ridership,80173,75
2022-12-04,20221204,2022,4,12,December,4,Sunday,Staten Island Railway,Estimated Ridership,1266,37
2022-12-04,20221204,2022,4,12,December,4,Sunday,Subways,Estimated Ridership,1990479,78
2022-12-05,20221205,2022,4,12,December,5,Monday,Access-A-Ride,Scheduled Trips,26409,91
2022-12-05,20221205,2022,4,12,December,5,Monday,Bridges and Tunnels,Total Traffic,873767,99
2022-12-05,20221205,2022,4,12,December,5,Monday,Buses,Estimated Ridership,1429308,71
2022-12-05,20221205,2022,4,12,December,5,Monday,LIRR,Estimated Ridership,183238,58
2022-12-05,20221205,2022,4,12,December,5,Monday,Metro-North,Estimated Ridership,164873,59
2022-12-05,20221205,2022,4,12,December,5,Monday,Staten Island Railway,Estimated Ridership,7013,45
2022-12-05,20221205,2022,4,12,December,5,Monday,Subways,Estimated Ridership,3481640,65
2022-12-06,20221206,2022,4,12,December,6,Tuesday,Access-A-Ride,Scheduled Trips,27305,94
2022-12-06,20221206,2022,4,12,December,6,Tuesday,Bridges and Tunnels,Total Traffic,878388,99
2022-12-06,20221206,2022,4,12,December,6,Tuesday,Buses,Estimated Ridership,1414979,71
2022-12-06,20221206,2022,4,12,December,6,Tuesday,LIRR,Estimated Ridership,195892,62
2022-12-06,20221206,2022,4,12,December,6,Tuesday,Metro-North,Estimated Ridership,178862,64
2022-12-06,20221206,2022,4,12,December,6,Tuesday,Staten Island Railway,Estimated Ridership,7447,48
2022-12-06,20221206,2022,4,12,December,6,Tuesday,Subways,Estimated Ridership,3753299,70
2022-12-07,20221207,2022,4,12,December,7,Wednesday,Access-A-Ride,Scheduled Trips,27941,96
2022-12-07,20221207,2022,4,12,December,7,Wednesday,Bridges and Tunnels,Total Traffic,899007,101
2022-12-07,20221207,2022,4,12,December,7,Wednesday,Buses,Estimated Ridership,1442871,72
2022-12-07,20221207,2022,4,12,December,7,Wednesday,LIRR,Estimated Ridership,194436,62
2022-12-07,20221207,2022,4,12,December,7,Wednesday,Metro-North,Estimated Ridership,178345,64
2022-12-07,20221207,2022,4,12,December,7,Wednesday,Staten Island Railway,Estimated Ridership,7526,48
2022-12-07,20221207,2022,4,12,December,7,Wednesday,Subways,Estimated Ridership,3835333,72
2022-12-08,20221208,2022,4,12,December,8,Thursday,Access-A-Ride,Scheduled Trips,28292,97
2022-12-08,20221208,2022,4,12,December,8,Thursday,Bridges and Tunnels,Total Traffic,948091,107
2022-12-08,20221208,2022,4,12,December,8,Thursday,Buses,Estimated Ridership,1480877,74
2022-12-08,20221208,2022,4,12,December,8,Thursday,LIRR,Estimated Ridership,192958,61
2022-12-08,20221208,2022,4,12,December,8,Thursday,Metro-North,Estimated Ridership,182314,65
2022-12-08,20221208,2022,4,12,December,8,Thursday,Staten Island Railway,Estimated Ridership,7541,48
2022-12-08,20221208,2022,4,12,December,8,Thursday,Subways,Estimated Ridership,3931499,74
2022-12-09,20221209,2022,4,12,December,9,Friday,Access-A-Ride,Scheduled Trips,26213,90
2022-12-09,20221209,2022,4,12,December,9,Friday,Bridges and Tunnels,Total Traffic,964167,109
2022-12-09,20221209,2022,4,12,December,9,Friday,Buses,Estimated Ridership,1386473,69
2022-12-09,20221209,2022,4,12,December,9,Friday,LIRR,Estimated Ridership,185104,59
2022-12-09,20221209,2022,4,12,December,9,Friday,Metro-North,Estimated Ridership,165147,59
2022-12-09,20221209,2022,4,12,December,9,Friday,Staten Island Railway,Estimated Ridership,6379,41
2022-12-09,20221209,2022,4,12,December,9,Friday,Subways,Estimated Ridership,3710928,69
2022-12-10,20221210,2022,4,12,December,10,Saturday,Access-A-Ride,Scheduled Trips,16232,94
2022-12-10,20221210,2022,4,12,December,10,Saturday,Bridges and Tunnels,Total Traffic,900034,102
2022-12-10,20221210,2022,4,12,December,10,Saturday,Buses,Estimated Ridership,869320,69
