date,date_key,year,quarter,month,month_name,day,day_name,transport_mode,value_type,ridership_value,recovery_pct
2021-03-14,20210314,2021,1,3,March,14,Sunday,Metro-North,Estimated Ridership,22347,24
2021-03-14,20210314,2021,1,3,March,14,Sunday,Staten Island Railway,Estimated Ridership,0,0
2021-03-14,20210314,2021,1,3,March,14,Sunday,Subways,Estimated Ridership,923968,40
2021-03-15,20210315,2021,1,3,March,15,Monday,Access-A-Ride,Scheduled Trips,19986,67
2021-03-15,20210315,2021,1,3,March,15,Monday,Bridges and Tunnels,Total Traffic,774146,84
2021-03-15,20210315,2021,1,3,March,15,Monday,Buses,Estimated Ridership,1023990,46
2021-03-15,20210315,2021,1,3,March,15,Monday,LIRR,Estimated Ridership,79331,25
2021-03-15,20210315,2021,1,3,March,15,Monday,Metro-North,Estimated Ridership,39529,14
2021-03-15,20210315,2021,1,3,March,15,Monday,Staten Island Railway,Estimated Ridership,3264,20
2021-03-15,20210315,2021,1,3,March,15,Monday,Subways,Estimated Ridership,1730024,31
2021-03-16,20210316,2021,1,3,March,16,Tuesday,Access-A-Ride,Scheduled Trips,20903,70
2021-03-16,20210316,2021,1,3,March,16,Tuesday,Bridges and Tunnels,Total Traffic,786996,85
2021-03-16,20210316,2021,1,3,March,16,Tuesday,Buses,Estimated Ridership,1062179,47
2021-03-16,20210316,2021,1,3,March,16,Tuesday,LIRR,Estimated Ridership,77672,25
2021-03-16,20210316,2021,1,3,March,16,Tuesday,Metro-North,Estimated Ridership,40038,15
2021-03-16,20210316,2021,1,3,March,16,Tuesday,Staten Island Railway,Estimated Ridership,3394,21
2021-03-16,20210316,2021,1,3,March,16,Tuesday,Subways,Estimated Ridership,1798288,32
2021-03-17,20210317,2021,1,3,March,17,Wednesday,Access-A-Ride,Scheduled Trips,22323,75
2021-03-17,20210317,2021,1,3,March,17,Wednesday,Bridges and Tunnels,Total Traffic,808876,88
2021-03-17,20210317,2021,1,3,March,17,Wednesday,Buses,Estimated Ridership,1103979,49
2021-03-17,20210317,2021,1,3,March,17,Wednesday,LIRR,Estimated Ridership,81431,26
2021-03-17,20210317,2021,1,3,March,17,Wednesday,Metro-North,Estimated Ridership,41682,15
2021-03-17,20210317,2021,1,3,March,17,Wednesday,Staten Island Railway,Estimated Ridership,3465,22
2021-03-17,20210317,2021,1,3,March,17,Wednesday,Subways,Estimated Ridership,1866414,34
2021-03-18,20210318,2021,1,3,March,18,Thursday,Access-A-Ride,Scheduled Trips,20264,68
2021-03-18,20210318,2021,1,3,March,18,Thursday,Bridges and Tunnels,Total Traffic,799478,87
2021-03-18,20210318,2021,1,3,March,18,Thursday,Buses,Estimated Ridership,1019472,45
2021-03-18,20210318,2021,1,3,March,18,Thursday,LIRR,Estimated Ridership,76532,24
2021-03-18,20210318,2021,1,3,March,18,Thursday,Metro-North,Estimated Ridership,39884,14
2021-03-18,20210318,2021,1,3,March,18,Thursday,Staten Island Railway,Estimated Ridership,3283,21
2021-03-18,20210318,2021,1,3,March,18,Thursday,Subways,Estimated Ridership,1771092,32
2021-03-19,20210319,2021,1,3,March,19,Friday,Access-A-Ride,Scheduled Trips,20357,68
2021-03-19,20210319,2021,1,3,March,19,Friday,Bridges and Tunnels,Total Traffic,863187,94
2021-03-19,20210319,2021,1,3,March,19,Friday,Buses,Estimated Ridership,1083647,48
2021-03-19,20210319,2021,1,3,March,19,Friday,LIRR,Estimated Ridership,80041,26
2021-03-19,20210319,2021,1,3,March,19,Friday,Metro-North,Estimated Ridership,46605,17
2021-03-19,20210319,2021,1,3,March,19,Friday,Staten Island Railway,Estimated Ridership,3331,21
2021-03-19,20210319,2021,1,3,March,19,Friday,Subways,Estimated Ridership,1906749,34
2021-03-20,20210320,2021,1,3,March,20,Saturday,Access-A-Ride,Scheduled Trips,12558,74
2021-03-20,20210320,2021,1,3,March,20,Saturday,Bridges and Tunnels,Total Traffic,787777,90
2021-03-20,20210320,2021,1,3,March,20,Saturday,Buses,Estimated Ridership,768908,58
2021-03-20,20210320,2021,1,3,March,20,Saturday,LIRR,Estimated Ridership,41743,39
2021-03-20,20210320,2021,1,3,March,20,Saturday,Metro-North,Estimated Ridership,33068,24
2021-03-20,20210320,2021,1,3,March,20,Saturday,Staten Island Railway,Estimated Ridership,0,0
2021-03-20,20210320,2021,1,3,March,20,Saturday,Subways,Estimated Ridership,1307403,43
2021-03-21,20210321,2021,1,3,March,21,Sunday,Access-A-Ride,Scheduled Trips,10358,59
2021-03-21,20210321,2021,1,3,March,21,Sunday,Bridges and Tunnels,Total Traffic,735673,91
2021-03-21,20210321,2021,1,3,March,21,Sunday,Buses,Estimated Ridership,579358,58
2021-03-21,20210321,2021,1,3,March,21,Sunday,LIRR,Estimated Ridership,34693,40
2021-03-21,20210321,2021,1,3,March,21,Sunday,Metro-North,Estimated Ridership,26380,28
2021-03-21,20210321,2021,1,3,March,21,Sunday,Staten Island Railway,Estimated Ridership,0,0
2021-03-21,20210321,2021,1,3,March,21,Sunday,Subways,Estimated Ridership,1013386,44
2021-03-22,20210322,2021,1,3,March,22,Monday,Access-A-Ride,Scheduled Trips,20427,69
2021-03-22,20210322,2021,1,3,March,22,Monday,Bridges and Tunnels,Total Traffic,788542,86
2021-03-22,20210322,2021,1,3,March,22,Monday,Buses,Estimated Ridership,1095241,49
2021-03-22,20210322,2021,1,3,March,22,Monday,LIRR,Estimated Ridership,84171,27
2021-03-22,20210322,2021,1,3,March,22,Monday,Metro-North,Estimated Ridership,43281,16
2021-03-22,20210322,2021,1,3,March,22,Monday,Staten Island Railway,Estimated Ridership,3646,23
2021-03-22,20210322,2021,1,3,March,22,Monday,Subways,Estimated Ridership,1801438,32
2021-03-23,20210323,2021,1,3,March,23,Tuesday,Access-A-Ride,Scheduled Trips,21590,73
2021-03-23,20210323,2021,1,3,March,23,Tuesday,Bridges and Tunnels,Total Traffic,810243,88
2021-03-23,20210323,2021,1,3,March,23,Tuesday,Buses,Estimated Ridership,1133504,51
2021-03-23,20210323,2021,1,3,March,23,Tuesday,LIRR,Estimated Ridership,83106,27
2021-03-23,20210323,2021,1,3,March,23,Tuesday,Metro-North,Estimated Ridership,41654,15
2021-03-23,20210323,2021,1,3,March,23,Tuesday,Staten Island Railway,Estimated Ridership,3727,23
2021-03-23,20210323,2021,1,3,March,23,Tuesday,Subways,Estimated Ridership,1879574,34
2021-03-24,20210324,2021,1,3,March,24,Wednesday,Access-A-Ride,Scheduled Trips,21651,73
2021-03-24,20210324,2021,1,3,March,24,Wednesday,Bridges and Tunnels,Total Traffic,794315,86
2021-03-24,20210324,2021,1,3,March,24,Wednesday,Buses,Estimated Ridership,1075968,48
2021-03-24,20210324,2021,1,3,March,24,Wednesday,LIRR,Estimated Ridership,79590,25
2021-03-24,20210324,2021,1,3,March,24,Wednesday,Metro-North,Estimated Ridership,40301,15
2021-03-24,20210324,2021,1,3,March,24,Wednesday,Staten Island Railway,Estimated Ridership,3578,22
2021-03-24,20210324,2021,1,3,March,24,Wednesday,Subways,Estimated Ridership,1828084,33
2021-03-25,20210325,2021,1,3,March,25,Thursday,Access-A-Ride,Scheduled Trips,21763,73
2021-03-25,20210325,2021,1,3,March,25,Thursday,Bridges and Tunnels,Total Traffic,847633,92
2021-03-25,20210325,2021,1,3,March,25,Thursday,Buses,Estimated Ridership,1127964,50
2021-03-25,20210325,2021,1,3,March,25,Thursday,LIRR,Estimated Ridership,83556,27
2021-03-25,20210325,2021,1,3,March,25,Thursday,Metro-North,Estimated Ridership,44105,16
2021-03-25,20210325,2021,1,3,March,25,Thursday,Staten Island Railway,Estimated Ridership,3747,23
2021-03-25,20210325,2021,1,3,March,25,Thursday,Subways,Estimated Ridership,1925768,35
2021-03-26,20210326,2021,1,3,March,26,Friday,Access-A-Ride,Scheduled Trips,20805,70
2021-03-26,20210326,2021,1,3,March,26,Friday,Bridges and Tunnels,Total Traffic,865970,94
2021-03-26,20210326,2021,1,3,March,26,Friday,Buses,Estimated Ridership,1091753,49
2021-03-26,20210326,2021,1,3,March,26,Friday,LIRR,Estimated Ridership,84436,27
2021-03-26,20210326,2021,1,3,March,26,Friday,Metro-North,Estimated Ridership,49529,18
2021-03-26,20210326,2021,1,3,March,26,Friday,Staten Island Railway,Estimated Ridership,3536,22
2021-03-26,20210326,2021,1,3,March,26,Friday,Subways,Estimated Ridership,1938246,35
2021-03-27,20210327,2021,1,3,March,27,Saturday,Access-A-Ride,Scheduled Trips,12900,76
2021-03-27,20210327,2021,1,3,March,27,Saturday,Bridges and Tunnels,Total Traffic,841595,97
2021-03-27,20210327,2021,1,3,March,27,Saturday,Buses,Estimated Ridership,781981,59
2021-03-27,20210327,2021,1,3,March,27,Saturday,LIRR,Estimated Ridership,47484,44
2021-03-27,20210327,2021,1,3,March,27,Saturday,Metro-North,Estimated Ridership,38301,28
2021-03-27,20210327,2021,1,3,March,27,Saturday,Staten Island Railway,Estimated Ridership,0,0
2021-03-27,20210327,2021,1,3,March,27,Saturday,Subways,Estimated Ridership,1374266,45
2021-03-28,20210328,2021,1,3,March,28,Sunday,Access-A-Ride,Scheduled Trips,9104,52
2021-03-28,20210328,2021,1,3,March,28,Sunday,Bridges and Tunnels,Total Traffic,601860,75
2021-03-28,20210328,2021,1,3,March,28,Sunday,Buses,Estimated Ridership,459949,46
2021-03-28,20210328,2021,1,3,March,28,Sunday,LIRR,Estimated Ridership,28347,33
2021-03-28,20210328,2021,1,3,March,28,Sunday,Metro-North,Estimated Ridership,21000,22
2021-03-28,20210328,2021,1,3,March,28,Sunday,Staten Island Railway,Estimated Ridership,0,0
2021-03-28,20210328,2021,1,3,March,28,Sunday,Subways,Estimated Ridership,807247,35
2021-03-29,20210329,2021,1,3,March,29,Monday,Access-A-Ride,Scheduled Trips,18543,62
2021-03-29,20210329,2021,1,3,March,29,Monday,Bridges and Tunnels,Total Traffic,763647,83
2021-03-29,20210329,2021,1,3,March,29,Monday,Buses,Estimated Ridership,1002597,45
2021-03-29,20210329,2021,1,3,March,29,Monday,LIRR,Estimated Ridership,86467,28
2021-03-29,20210329,2021,1,3,March,29,Monday,Metro-North,Estimated Ridership,44240,16
2021-03-29,20210329,2021,1,3,March,29,Monday,Staten Island Railway,Estimated Ridership,3378,21
2021-03-29,20210329,2021,1,3,March,29,Monday,Subways,Estimated Ridership,1742162,31
2021-03-30,20210330,2021,1,3,March,30,Tuesday,Access-A-Ride,Scheduled Trips,21019,71
2021-03-30,20210330,2021,1,3,March,30,Tuesday,Bridges and Tunnels,Total Traffic,842154,91
2021-03-30,20210330,2021,1,3,March,30,Tuesday,Buses,Estimated Ridership,1079381,48
2021-03-30,20210330,2021,1,3,March,30,Tuesday,LIRR,Estimated Ridership,91258,29
2021-03-30,20210330,2021,1,3,March,30,Tuesday,Metro-North,Estimated Ridership,46574,17
2021-03-30,20210330,2021,1,3,March,30,Tuesday,Staten Island Railway,Estimated Ridership,3806,24
2021-03-30,20210330,2021,1,3,March,30,Tuesday,Subways,Estimated Ridership,1881537,34
2021-03-31,20210331,2021,1,3,March,31,Wednesday,Access-A-Ride,Scheduled Trips,20374,69
2021-03-31,20210331,2021,1,3,March,31,Wednesday,Bridges and Tunnels,Total Traffic,833052,90
2021-03-31,20210331,2021,1,3,March,31,Wednesday,Buses,Estimated Ridership,995873,44
2021-03-31,20210331,2021,1,3,March,31,Wednesday,LIRR,Estimated Ridership,84850,27
2021-03-31,20210331,2021,1,3,March,31,Wednesday,Metro-North,Estimated Ridership,43954,16
2021-03-31,20210331,2021,1,3,March,31,Wednesday,Staten Island Railway,Estimated Ridership,3526,22
2021-03-31,20210331,2021,1,3,March,31,Wednesday,Subways,Estimated Ridership,1808546,32
2021-04-01,20210401,2021,2,4,April,1,Thursday,Access-A-Ride,Scheduled Trips,20490,71
2021-04-01,20210401,2021,2,4,April,1,Thursday,Bridges and Tunnels,Total Traffic,856466,91
2021-04-01,20210401,2021,2,4,April,1,Thursday,Buses,Estimated Ridership,1030209,47
2021-04-01,20210401,2021,2,4,April,1,Thursday,LIRR,Estimated Ridership,77285,25
2021-04-01,20210401,2021,2,4,April,1,Thursday,Metro-North,Estimated Ridership,38466,13
2021-04-01,20210401,2021,2,4,April,1,Thursday,Staten Island Railway,Estimated Ridership,3434,21
2021-04-01,20210401,2021,2,4,April,1,Thursday,Subways,Estimated Ridership,1841815,33
2021-04-02,20210402,2021,2,4,April,2,Friday,Access-A-Ride,Scheduled Trips,18839,65
2021-04-02,20210402,2021,2,4,April,2,Friday,Bridges and Tunnels,Total Traffic,845252,90
2021-04-02,20210402,2021,2,4,April,2,Friday,Buses,Estimated Ridership,958085,44
2021-04-02,20210402,2021,2,4,April,2,Friday,LIRR,Estimated Ridership,79770,26
2021-04-02,20210402,2021,2,4,April,2,Friday,Metro-North,Estimated Ridership,49308,17
2021-04-02,20210402,2021,2,4,April,2,Friday,Staten Island Railway,Estimated Ridership,3070,19
2021-04-02,20210402,2021,2,4,April,2,Friday,Subways,Estimated Ridership,1757698,32
2021-04-03,20210403,2021,2,4,April,3,Saturday,Access-A-Ride,Scheduled Trips,12735,76
2021-04-03,20210403,2021,2,4,April,3,Saturday,Bridges and Tunnels,Total Traffic,779701,85
2021-04-03,20210403,2021,2,4,April,3,Saturday,Buses,Estimated Ridership,750682,56
2021-04-03,20210403,2021,2,4,April,3,Saturday,LIRR,Estimated Ridership,47662,42
2021-04-03,20210403,2021,2,4,April,3,Saturday,Metro-North,Estimated Ridership,37706,25
2021-04-03,20210403,2021,2,4,April,3,Saturday,Staten Island Railway,Estimated Ridership,1503,29
2021-04-03,20210403,2021,2,4,April,3,Saturday,Subways,Estimated Ridership,1318461,42
2021-04-04,20210404,2021,2,4,April,4,Sunday,Access-A-Ride,Scheduled Trips,11632,62
2021-04-04,20210404,2021,2,4,April,4,Sunday,Bridges and Tunnels,Total Traffic,749910,87
2021-04-04,20210404,2021,2,4,April,4,Sunday,Buses,Estimated Ridership,519812,52
2021-04-04,20210404,2021,2,4,April,4,Sunday,LIRR,Estimated Ridership,40868,45
2021-04-04,20210404,2021,2,4,April,4,Sunday,Metro-North,Estimated Ridership,30673,30
2021-04-04,20210404,2021,2,4,April,4,Sunday,Staten Island Railway,Estimated Ridership,1066,33
2021-04-04,20210404,2021,2,4,April,4,Sunday,Subways,Estimated Ridership,950194,39
2021-04-05,20210405,2021,2,4,April,5,Monday,Access-A-Ride,Scheduled Trips,19970,69
2021-04-05,20210405,2021,2,4,April,5,Monday,Bridges and Tunnels,Total Traffic,832239,88
2021-04-05,20210405,2021,2,4,April,5,Monday,Buses,Estimated Ridership,1088750,50
2021-04-05,20210405,2021,2,4,April,5,Monday,LIRR,Estimated Ridership,87048,28
2021-04-05,20210405,2021,2,4,April,5,Monday,Metro-North,Estimated Ridership,46156,16
2021-04-05,20210405,2021,2,4,April,5,Monday,Staten Island Railway,Estimated Ridership,3431,21
2021-04-05,20210405,2021,2,4,April,5,Monday,Subways,Estimated Ridership,1818703,33
2021-04-06,20210406,2021,2,4,April,6,Tuesday,Access-A-Ride,Scheduled Trips,21695,75
2021-04-06,20210406,2021,2,4,April,6,Tuesday,Bridges and Tunnels,Total Traffic,840351,89
2021-04-06,20210406,2021,2,4,April,6,Tuesday,Buses,Estimated Ridership,1155101,53
2021-04-06,20210406,2021,2,4,April,6,Tuesday,LIRR,Estimated Ridership,85757,28
2021-04-06,20210406,2021,2,4,April,6,Tuesday,Metro-North,Estimated Ridership,45178,16
2021-04-06,20210406,2021,2,4,April,6,Tuesday,Staten Island Railway,Estimated Ridership,3873,24
2021-04-06,20210406,2021,2,4,April,6,Tuesday,Subways,Estimated Ridership,1942198,35
2021-04-07,20210407,2021,2,4,April,7,Wednesday,Access-A-Ride,Scheduled Trips,23469,81
2021-04-07,20210407,2021,2,4,April,7,Wednesday,Bridges and Tunnels,Total Traffic,858593,91
2021-04-07,20210407,2021,2,4,April,7,Wednesday,Buses,Estimated Ridership,1172362,54
2021-04-07,20210407,2021,2,4,April,7,Wednesday,LIRR,Estimated Ridership,85479,28
2021-04-07,20210407,2021,2,4,April,7,Wednesday,Metro-North,Estimated Ridership,45747,16
2021-04-07,20210407,2021,2,4,April,7,Wednesday,Staten Island Railway,Estimated Ridership,3809,23
2021-04-07,20210407,2021,2,4,April,7,Wednesday,Subways,Estimated Ridership,1985370,36
2021-04-08,20210408,2021,2,4,April,8,Thursday,Access-A-Ride,Scheduled Trips,22579,78
2021-04-08,20210408,2021,2,4,April,8,Thursday,Bridges and Tunnels,Total Traffic,877834,93
2021-04-08,20210408,2021,2,4,April,8,Thursday,Buses,Estimated Ridership,1177833,54
2021-04-08,20210408,2021,2,4,April,8,Thursday,LIRR,Estimated Ridership,86715,28
2021-04-08,20210408,2021,2,4,April,8,Thursday,Metro-North,Estimated Ridership,47059,16
2021-04-08,20210408,2021,2,4,April,8,Thursday,Staten Island Railway,Estimated Ridership,3893,24
2021-04-08,20210408,2021,2,4,April,8,Thursday,Subways,Estimated Ridership,2013413,36
2021-04-09,20210409,2021,2,4,April,9,Friday,Access-A-Ride,Scheduled Trips,21978,76
2021-04-09,20210409,2021,2,4,April,9,Friday,Bridges and Tunnels,Total Traffic,895229,95
2021-04-09,20210409,2021,2,4,April,9,Friday,Buses,Estimated Ridership,1144311,52
2021-04-09,20210409,2021,2,4,April,9,Friday,LIRR,Estimated Ridership,87051,28
2021-04-09,20210409,2021,2,4,April,9,Friday,Metro-North,Estimated Ridership,52445,18
2021-04-09,20210409,2021,2,4,April,9,Friday,Staten Island Railway,Estimated Ridership,3686,23
2021-04-09,20210409,2021,2,4,April,9,Friday,Subways,Estimated Ridership,2026724,36
2021-04-10,20210410,2021,2,4,April,10,Saturday,Access-A-Ride,Scheduled Trips,12713,76
2021-04-10,20210410,2021,2,4,April,10,Saturday,Bridges and Tunnels,Total Traffic,822112,90
2021-04-10,20210410,2021,2,4,April,10,Saturday,Buses,Estimated Ridership,790023,59
2021-04-10,20210410,2021,2,4,April,10,Saturday,LIRR,Estimated Ridership,45962,40
2021-04-10,20210410,2021,2,4,April,10,Saturday,Metro-North,Estimated Ridership,36629,25
2021-04-10,20210410,2021,2,4,April,10,Saturday,Staten Island Railway,Estimated Ridership,1500,29
2021-04-10,20210410,2021,2,4,April,10,Saturday,Subways,Estimated Ridership,1391245,44
2021-04-11,20210411,2021,2,4,April,11,Sunday,Access-A-Ride,Scheduled Trips,9742,52
2021-04-11,20210411,2021,2,4,April,11,Sunday,Bridges and Tunnels,Total Traffic,666435,77
2021-04-11,20210411,2021,2,4,April,11,Sunday,Buses,Estimated Ridership,504407,51
2021-04-11,20210411,2021,2,4,April,11,Sunday,LIRR,Estimated Ridership,32034,35
2021-04-11,20210411,2021,2,4,April,11,Sunday,Metro-North,Estimated Ridership,22933,22
2021-04-11,20210411,2021,2,4,April,11,Sunday,Staten Island Railway,Estimated Ridership,1020,31
2021-04-11,20210411,2021,2,4,April,11,Sunday,Subways,Estimated Ridership,899646,37
2021-04-12,20210412,2021,2,4,April,12,Monday,Access-A-Ride,Scheduled Trips,21192,73
2021-04-12,20210412,2021,2,4,April,12,Monday,Bridges and Tunnels,Total Traffic,793402,84
2021-04-12,20210412,2021,2,4,April,12,Monday,Buses,Estimated Ridership,1087799,50
2021-04-12,20210412,2021,2,4,April,12,Monday,LIRR,Estimated Ridership,83124,27
2021-04-12,20210412,2021,2,4,April,12,Monday,Metro-North,Estimated Ridership,43563,15
2021-04-12,20210412,2021,2,4,April,12,Monday,Staten Island Railway,Estimated Ridership,3418,21
2021-04-12,20210412,2021,2,4,April,12,Monday,Subways,Estimated Ridership,1845836,33
2021-04-13,20210413,2021,2,4,April,13,Tuesday,Access-A-Ride,Scheduled Trips,22728,79
2021-04-13,20210413,2021,2,4,April,13,Tuesday,Bridges and Tunnels,Total Traffic,832482,88
2021-04-13,20210413,2021,2,4,April,13,Tuesday,Buses,Estimated Ridership,1196355,55
2021-04-13,20210413,2021,2,4,April,13,Tuesday,LIRR,Estimated Ridership,87182,28
2021-04-13,20210413,2021,2,4,April,13,Tuesday,Metro-North,Estimated Ridership,46150,16
2021-04-13,20210413,2021,2,4,April,13,Tuesday,Staten Island Railway,Estimated Ridership,3877,24
2021-04-13,20210413,2021,2,4,April,13,Tuesday,Subways,Estimated Ridership,2012153,36
2021-04-14,20210414,2021,2,4,April,14,Wednesday,Access-A-Ride,Scheduled Trips,23462,81
2021-04-14,20210414,2021,2,4,April,14,Wednesday,Bridges and Tunnels,Total Traffic,852606,91
2021-04-14,20210414,2021,2,4,April,14,Wednesday,Buses,Estimated Ridership,1199954,55
2021-04-14,20210414,2021,2,4,April,14,Wednesday,LIRR,Estimated Ridership,86698,28
2021-04-14,20210414,2021,2,4,April,14,Wednesday,Metro-North,Estimated Ridership,47970,17
2021-04-14,20210414,2021,2,4,April,14,Wednesday,Staten Island Railway,Estimated Ridership,3810,23
2021-04-14,20210414,2021,2,4,April,14,Wednesday,Subways,Estimated Ridership,2018126,36
2021-04-15,20210415,2021,2,4,April,15,Thursday,Access-A-Ride,Scheduled Trips,21198,73
2021-04-15,20210415,2021,2,4,April,15,Thursday,Bridges and Tunnels,Total Traffic,822207,87
2021-04-15,20210415,2021,2,4,April,15,Thursday,Buses,Estimated Ridership,1083083,50
2021-04-15,20210415,2021,2,4,April,15,Thursday,LIRR,Estimated Ridership,81762,26
2021-04-15,20210415,2021,2,4,April,15,Thursday,Metro-North,Estimated Ridership,44175,15
2021-04-15,20210415,2021,2,4,April,15,Thursday,Staten Island Railway,Estimated Ridership,3593,22
2021-04-15,20210415,2021,2,4,April,15,Thursday,Subways,Estimated Ridership,1906733,34
2021-04-16,20210416,2021,2,4,April,16,Friday,Access-A-Ride,Scheduled Trips,21632,75
2021-04-16,20210416,2021,2,4,April,16,Friday,Bridges and Tunnels,Total Traffic,889711,95
2021-04-16,20210416,2021,2,4,April,16,Friday,Buses,Estimated Ridership,1157507,53
2021-04-16,20210416,2021,2,4,April,16,Friday,LIRR,Estimated Ridership,87190,28
2021-04-16,20210416,2021,2,4,April,16,Friday,Metro-North,Estimated Ridership,54355,19
2021-04-16,20210416,2021,2,4,April,16,Friday,Staten Island Railway,Estimated Ridership,3591,22
2021-04-16,20210416,2021,2,4,April,16,Friday,Subways,Estimated Ridership,2078856,37
2021-04-17,20210417,2021,2,4,April,17,Saturday,Access-A-Ride,Scheduled Trips,13313,80
2021-04-17,20210417,2021,2,4,April,17,Saturday,Bridges and Tunnels,Total Traffic,813162,89
2021-04-17,20210417,2021,2,4,April,17,Saturday,Buses,Estimated Ridership,803352,60
2021-04-17,20210417,2021,2,4,April,17,Saturday,LIRR,Estimated Ridership,49901,44
2021-04-17,20210417,2021,2,4,April,17,Saturday,Metro-North,Estimated Ridership,39789,27
2021-04-17,20210417,2021,2,4,April,17,Saturday,Staten Island Railway,Estimated Ridership,0,0
2021-04-17,20210417,2021,2,4,April,17,Saturday,Subways,Estimated Ridership,1425036,45
2021-04-18,20210418,2021,2,4,April,18,Sunday,Access-A-Ride,Scheduled Trips,10865,58
2021-04-18,20210418,2021,2,4,April,18,Sunday,Bridges and Tunnels,Total Traffic,753446,87
2021-04-18,20210418,2021,2,4,April,18,Sunday,Buses,Estimated Ridership,607333,61
2021-04-18,20210418,2021,2,4,April,18,Sunday,LIRR,Estimated Ridership,38263,42
2021-04-18,20210418,2021,2,4,April,18,Sunday,Metro-North,Estimated Ridership,30983,30
2021-04-18,20210418,2021,2,4,April,18,Sunday,Staten Island Railway,Estimated Ridership,0,0
2021-04-18,20210418,2021,2,4,April,18,Sunday,Subways,Estimated Ridership,1082503,45
2021-04-19,20210419,2021,2,4,April,19,Monday,Access-A-Ride,Scheduled Trips,21274,74
2021-04-19,20210419,2021,2,4,April,19,Monday,Bridges and Tunnels,Total Traffic,816540,87
2021-04-19,20210419,2021,2,4,April,19,Monday,Buses,Estimated Ridership,1147977,53
2021-04-19,20210419,2021,2,4,April,19,Monday,LIRR,Estimated Ridership,87167,28
2021-04-19,20210419,2021,2,4,April,19,Monday,Metro-North,Estimated Ridership,45925,16
2021-04-19,20210419,2021,2,4,April,19,Monday,Staten Island Railway,Estimated Ridership,3634,22
2021-04-19,20210419,2021,2,4,April,19,Monday,Subways,Estimated Ridership,1911326,34
2021-04-20,20210420,2021,2,4,April,20,Tuesday,Access-A-Ride,Scheduled Trips,23528,81
2021-04-20,20210420,2021,2,4,April,20,Tuesday,Bridges and Tunnels,Total Traffic,860511,91
2021-04-20,20210420,2021,2,4,April,20,Tuesday,Buses,Estimated Ridership,1223642,56
2021-04-20,20210420,2021,2,4,April,20,Tuesday,LIRR,Estimated Ridership,90034,29
2021-04-20,20210420,2021,2,4,April,20,Tuesday,Metro-North,Estimated Ridership,49100,17
2021-04-20,20210420,2021,2,4,April,20,Tuesday,Staten Island Railway,Estimated Ridership,4135,25
2021-04-20,20210420,2021,2,4,April,20,Tuesday,Subways,Estimated Ridership,2082495,37
2021-04-21,20210421,2021,2,4,April,21,Wednesday,Access-A-Ride,Scheduled Trips,22379,77
2021-04-21,20210421,2021,2,4,April,21,Wednesday,Bridges and Tunnels,Total Traffic,828447,88
2021-04-21,20210421,2021,2,4,April,21,Wednesday,Buses,Estimated Ridership,1139762,52
2021-04-21,20210421,2021,2,4,April,21,Wednesday,LIRR,Estimated Ridership,83533,27
2021-04-21,20210421,2021,2,4,April,21,Wednesday,Metro-North,Estimated Ridership,45253,16
2021-04-21,20210421,2021,2,4,April,21,Wednesday,Staten Island Railway,Estimated Ridership,3788,23
2021-04-21,20210421,2021,2,4,April,21,Wednesday,Subways,Estimated Ridership,1965922,35
2021-04-22,20210422,2021,2,4,April,22,Thursday,Access-A-Ride,Scheduled Trips,21832,75
2021-04-22,20210422,2021,2,4,April,22,Thursday,Bridges and Tunnels,Total Traffic,871573,93
2021-04-22,20210422,2021,2,4,April,22,Thursday,Buses,Estimated Ridership,1166357,53
2021-04-22,20210422,2021,2,4,April,22,Thursday,LIRR,Estimated Ridership,86606,28
2021-04-22,20210422,2021,2,4,April,22,Thursday,Metro-North,Estimated Ridership,46790,16
2021-04-22,20210422,2021,2,4,April,22,Thursday,Staten Island Railway,Estimated Ridership,3837,24
2021-04-22,20210422,2021,2,4,April,22,Thursday,Subways,Estimated Ridership,2040232,37
2021-04-23,20210423,2021,2,4,April,23,Friday,Access-A-Ride,Scheduled Trips,22035,76
2021-04-23,20210423,2021,2,4,April,23,Friday,Bridges and Tunnels,Total Traffic,920588,98
2021-04-23,20210423,2021,2,4,April,23,Friday,Buses,Estimated Ridership,1184193,54
2021-04-23,20210423,2021,2,4,April,23,Friday,LIRR,Estimated Ridership,92834,30
2021-04-23,20210423,2021,2,4,April,23,Friday,Metro-North,Estimated Ridership,56155,20
2021-04-23,20210423,2021,2,4,April,23,Friday,Staten Island Railway,Estimated Ridership,3737,23
2021-04-23,20210423,2021,2,4,April,23,Friday,Subways,Estimated Ridership,2121350,38
2021-04-24,20210424,2021,2,4,April,24,Saturday,Access-A-Ride,Scheduled Trips,13351,80
2021-04-24,20210424,2021,2,4,April,24,Saturday,Bridges and Tunnels,Total Traffic,854964,94
2021-04-24,20210424,2021,2,4,April,24,Saturday,Buses,Estimated Ridership,809163,61
2021-04-24,20210424,2021,2,4,April,24,Saturday,LIRR,Estimated Ridership,51570,45
2021-04-24,20210424,2021,2,4,April,24,Saturday,Metro-North,Estimated Ridership,43227,29
2021-04-24,20210424,2021,2,4,April,24,Saturday,Staten Island Railway,Estimated Ridership,0,0
2021-04-24,20210424,2021,2,4,April,24,Saturday,Subways,Estimated Ridership,1520057,48
2021-04-25,20210425,2021,2,4,April,25,Sunday,Access-A-Ride,Scheduled Trips,9777,52
2021-04-25,20210425,2021,2,4,April,25,Sunday,Bridges and Tunnels,Total Traffic,695863,80
